好料空间维护,#genre#
CCTV4,http://182.32.184.7:5002/udp/239.21.1.4:5002
CCTV4,http://eecc.cc:8888/udp/233.50.200.101:5140
CCTV4,http://49.70.221.126:8888/rtp/239.49.8.51:9806
CCTV4,http://49.70.221.126:8888/rtp/239.49.8.131:6000
CCTV4,http://220.178.106.163:1000/udp/238.1.78.236:7760
CCTV4,http://42.5.34.200:13/rtp/232.0.0.148:9142
CCTV4,http://182.32.184.7:5002/udp/239.21.1.154:5002
CCTV4,http://42.5.34.200:13/rtp/232.0.0.148:9142
CCTV4,http://61.52.27.127:2000/rtp/225.1.5.30:1333
CCTV4,http://106.113.145.82:2222/udp/239.254.200.190:6307
CCTV4欧洲,http://114.254.89.131:2222/udp/239.3.1.213:4220
CCTV4美洲,http://114.254.89.131:2222/udp/239.3.1.214:4220
CCTV4欧洲,http://42.5.34.200:13/rtp/232.0.0.210:9238
CCTV4美洲,http://42.5.34.200:13/rtp/232.0.0.145:9110
CCTV4美洲,http://182.32.184.7:5002/udp/239.21.2.29:5002
CCTV4欧洲,http://182.32.184.7:5002/udp/239.21.2.28:5002
CCTV4欧洲,http://61.52.27.127:2000/rtp/225.1.5.31:1342
CCTV4美洲,http://61.52.27.127:2000/rtp/225.1.5.32:1343
CCTV4欧洲,http://106.113.145.82:2222/udp/239.254.201.205:4220
CCTV4美洲,http://106.113.145.82:2222/udp/239.254.201.206:4220


CCTV5,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5,http://live.goodiptv.club/api/bestv.php?id=cctv58m/8000000
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv5hd
CCTV5,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv5
CCTV5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV5,http://116.26.11.237:4000/udp/239.77.0.170:5146
CCTV5,http://116.26.11.237:4000/udp/239.77.0.177:5146
CCTV5,http://114.254.89.131:2222/udp/239.3.1.173:8001
CCTV5,http://42.5.34.200:13/rtp/232.0.0.196:9210
CCTV5,http://182.32.184.7:5002/udp/239.21.1.5:5002
CCTV5,http://182.32.184.7:5002/udp/239.21.2.46:5002
CCTV5,http://eecc.cc:8888/udp/233.50.200.108:5140
CCTV5,http://eecc.cc:8888/udp/233.50.201.197:5140
CCTV5,http://49.70.221.126:8888/rtp/239.49.8.18:9610
CCTV5,http://49.70.221.126:8888/rtp/239.49.9.32:6000
CCTV5,http://220.178.106.163:1000/udp/238.1.78.171:7240
CCTV5,http://106.113.145.82:2222/udp/239.254.201.153:7206
CCTV5,http://106.113.145.82:2222/udp/239.254.200.14:6000
CCTV5,http://222.71.90.218:8888/newlive/live/hls/6/live.m3u8


CCTV5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+,http://live.goodiptv.club/api/bestv.php?id=cctv5phd8m/8000000
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv5p
CCTV5+,http://116.26.11.237:4000/udp/239.77.0.87:5146
CCTV5+,http://116.26.11.237:4000/udp/239.77.1.31:5146
CCTV5+,http://116.26.11.237:4000/udp/239.77.1.147:5146
CCTV5+,http://114.254.89.131:2222/udp/239.3.1.130:8004
CCTV5+,http://42.5.34.200:13/rtp/232.0.0.93:8750
CCTV5+,http://182.32.184.7:5002/udp/239.21.1.142:5002
CCTV5+,http://182.32.184.7:5002/udp/239.21.1.190:5002
CCTV5+,http://eecc.cc:8888/udp/233.50.201.220:5140
CCTV5+,http://49.70.221.126:8888/rtp/239.49.8.137:6000
CCTV5+,http://220.178.106.163:1000/udp/238.1.78.237:7768
CCTV5+,http://61.52.27.127:2000/rtp/225.1.4.75:1104
CCTV5+,http://106.113.145.82:2222/udp/239.254.200.46:8004



CCTV6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV6,http://live.goodiptv.club/api/bestv.php?id=cctv6hd8m/8000000
CCTV6,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV6,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv6hd
CCTV6,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv6
CCTV6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV6,http://116.26.11.237:4000/udp/239.77.0.171:5146
CCTV6,http://116.26.11.237:4000/udp/239.77.0.178:5146
CCTV6,http://114.254.89.131:2222/udp/239.3.1.174:8001
CCTV6,http://42.5.34.200:13/rtp/232.0.0.194:9206
CCTV6,http://182.32.184.7:5002/udp/239.21.1.6:5002
CCTV6,http://182.32.184.7:5002/udp/239.21.2.47:5002
CCTV6,http://eecc.cc:8888/udp/233.50.200.109:5140
CCTV6,http://eecc.cc:8888/udp/233.50.201.198:5140
CCTV6,http://49.70.221.126:8888/rtp/239.49.9.33:6000
CCTV6,http://220.178.106.163:1000/udp/238.1.78.172:7248
CCTV6,http://61.52.27.127:2000/rtp/225.1.4.160:1196
CCTV6,http://106.113.145.82:2222/udp/239.254.201.154:7207
CCTV6,http://106.113.145.82:2222/udp/239.254.200.15:6000
CCTV6,http://222.71.90.218:8888/newlive/live/hls/7/live.m3u8



CCTV7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV7,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV7,http://live.goodiptv.club/api/bestv.php?id=cctv7hd8m/8000000
CCTV7,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv7hd
CCTV7,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv7
CCTV7,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8
CCTV7,http://116.26.11.237:4000/udp/239.77.1.159:5146
CCTV7,http://116.26.11.237:4000/udp/239.77.1.167:5146
CCTV7,http://116.26.11.237:4000/udp/239.77.0.138:5146
CCTV7,http://114.254.89.131:2222/udp/239.3.1.61:8104
CCTV7,http://42.5.34.200:13/rtp/232.0.0.133:9146
CCTV7,http://182.32.184.7:5002/udp/239.21.1.7:5002
CCTV7,http://182.32.184.7:5002/udp/239.21.1.152:5002
CCTV7,http://eecc.cc:8888/udp/233.50.200.24:5140
CCTV7,http://eecc.cc:8888/udp/233.50.200.102:5140
CCTV7,http://eecc.cc:8888/udp/233.50.201.120:5140
CCTV7,http://49.70.221.126:8888/rtp/239.49.8.52:9810
CCTV7,http://220.178.106.163:1000/udp/238.1.78.239:7784
CCTV7,http://61.52.27.127:2000/rtp/225.1.4.76:1105
CCTV7,http://106.113.145.82:2222/udp/239.254.200.159:6000


CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8,http://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV8,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv8hd
CCTV8,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv8
CCTV8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV8,http://116.26.11.237:4000/udp/239.77.0.172:5146
CCTV8,http://116.26.11.237:4000/udp/239.77.0.181:5146
CCTV8,http://114.254.89.131:2222/udp/239.3.1.175:8001
CCTV8,http://42.5.34.200:13/rtp/232.0.0.28:8710
CCTV8,http://182.32.184.7:5002/udp/239.21.1.8:5002
CCTV8,http://182.32.184.7:5002/udp/239.21.2.48:5002
CCTV8,http://eecc.cc:8888/udp/233.50.200.110:5140
CCTV8,http://eecc.cc:8888/udp/233.50.201.199:5140
CCTV8,http://49.70.221.126:8888/rtp/239.49.9.34:6000
CCTV8,http://220.178.106.163:1000/udp/238.1.78.173:7256
CCTV8,http://61.52.27.127:2000/rtp/225.1.4.161:1197
CCTV8,http://106.113.145.82:2222/udp/239.254.201.155:7208
CCTV8,http://106.113.145.82:2222/udp/239.254.200.16:6000



CCTV9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV9,http://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
CCTV9,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv9hd
CCTV9,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv9
CCTV9,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV9,http://116.26.11.237:4000/udp/239.77.1.160:5146
CCTV9,http://116.26.11.237:4000/udp/239.77.1.168:5146
CCTV9,http://116.26.11.237:4000/udp/239.77.0.135:5146
CCTV9,http://114.254.89.131:2222/udp/239.3.1.62:8112
CCTV9,http://42.5.34.200:13/rtp/232.0.0.134:9148
CCTV9,http://182.32.184.7:5002/udp/239.21.1.9:5002
CCTV9,http://182.32.184.7:5002/udp/239.21.1.153:5002
CCTV9,http://eecc.cc:8888/udp/233.50.200.23:5140
CCTV9,http://eecc.cc:8888/udp/233.50.201.121:5140
CCTV9,http://49.70.221.126:8888/rtp/239.49.8.53:9814
CCTV9,http://49.70.221.126:8888/rtp/239.49.8.133:6000
CCTV9,http://220.178.106.163:1000/udp/238.1.78.240:7792
CCTV9,http://61.52.27.127:2000/rtp/225.1.4.77:1106
CCTV9,http://106.113.145.82:2222/udp/239.254.200.59:8112



CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV10,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV10,http://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV10,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv10hd
CCTV10,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv10
CCTV10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
CCTV10,http://116.26.11.237:4000/udp/239.77.1.113:5146
CCTV10,http://116.26.11.237:4000/udp/239.77.1.169:5146
CCTV10,http://116.26.11.237:4000/udp/239.77.0.134:5146
CCTV10,http://114.254.89.131:2222/udp/239.3.1.63:8116
CCTV10,http://42.5.34.200:13/rtp/232.0.0.135:9150
CCTV10,http://182.32.184.7:5002/udp/239.21.1.11:5002
CCTV10,http://182.32.184.7:5002/udp/239.21.1.155:5002
CCTV10,http://eecc.cc:8888/udp/233.50.200.22:5140
CCTV10,http://eecc.cc:8888/udp/233.50.201.122:5140
CCTV10,http://49.70.221.126:8888/rtp/239.49.8.54:9818
CCTV10,http://49.70.221.126:8888/rtp/239.49.8.134:6000
CCTV10,http://220.178.106.163:1000/udp/238.1.78.241:7800
CCTV10,http://61.52.27.127:2000/rtp/225.1.4.78:1107
CCTV10,http://106.113.145.82:2222/udp/239.254.200.160:6000
CCTV10,http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8



CCTV11,http://116.26.11.237:4000/udp/239.77.1.238:5146
CCTV11,http://114.254.89.131:2222/udp/239.3.1.152:8120
CCTV11,http://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV11,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv11
CCTV11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV11,http://42.5.34.200:13/rtp/232.0.0.168:9340
CCTV11,http://182.32.184.7:5002/udp/239.21.1.12:5002
CCTV11,http://182.32.184.7:5002/udp/239.21.2.2:5002
CCTV11,http://49.70.221.126:8888/rtp/239.49.1.11:6000
CCTV11,http://49.70.221.126:8888/rtp/239.49.0.11:8080
CCTV11,http://220.178.106.163:1000/udp/238.1.78.206:7502
CCTV11,http://106.113.145.82:2222/udp/239.254.201.123:8120



CCTV12,http://116.26.11.237:4000/udp/239.77.1.109:5146
CCTV12,http://116.26.11.237:4000/udp/239.77.0.136:5146
CCTV12,http://114.254.89.131:2222/udp/239.3.1.64:8124
CCTV12,http://live.goodiptv.club/api/bestv.php?id=cctv12hd8m/8000000
CCTV12,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv12hd
CCTV12,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv12
CCTV12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8
CCTV12,http://116.26.11.237:4000/udp/239.77.1.170:5146
CCTV12,http://42.5.34.200:13/rtp/232.0.0.136:9152
CCTV12,http://182.32.184.7:5002/udp/239.21.1.13:5002
CCTV12,http://182.32.184.7:5002/udp/239.21.1.156:5002
CCTV12,http://eecc.cc:8888/udp/233.50.200.21:5140
CCTV12,http://eecc.cc:8888/udp/233.50.201.123:5140
CCTV12,http://49.70.221.126:8888/rtp/239.49.8.55:9822
CCTV12,http://49.70.221.126:8888/rtp/239.49.8.135:6000
CCTV12,http://220.178.106.163:1000/udp/238.1.78.242:7808
CCTV12,http://61.52.27.127:2000/rtp/225.1.4.79:1108
CCTV12,http://106.113.145.82:2222/udp/239.254.200.161:6000


CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV13,http://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV13,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv13
CCTV13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV13,https://pi.0472.org/tv/mzt.php?auth=230918
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,http://116.26.11.237:4000/udp/239.77.0.188:5146
CCTV13,http://116.26.11.237:4000/udp/239.253.43.196:5146
CCTV13,http://114.254.89.131:2222/udp/239.3.1.124:8128
CCTV13,http://42.5.34.200:13/rtp/232.0.0.146:9112
CCTV13,http://182.32.184.7:5002/udp/239.21.1.14:5002
CCTV13,http://182.32.184.7:5002/udp/239.21.2.1:5002
CCTV13,http://182.32.184.7:5002/udp/239.21.2.3:5002
CCTV13,http://eecc.cc:8888/udp/233.50.200.111:5140
CCTV13,http://eecc.cc:8888/udp/233.50.201.246:5140
CCTV13,http://49.70.221.126:8888/rtp/239.49.9.43:6000
CCTV13,http://220.178.106.163:1000/udp/238.1.79.35:4392
CCTV13,http://61.52.27.127:2000/rtp/225.1.4.113:1293
CCTV13,http://106.113.145.82:2222/udp/239.254.200.9:8264


CCTV14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV14,http://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000
CCTV14,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv14hd
CCTV14,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv14
CCTV14,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV14,http://116.26.11.237:4000/udp/239.77.1.161:5146
CCTV14,http://116.26.11.237:4000/udp/239.77.1.171:5146
CCTV14,http://116.26.11.237:4000/udp/239.77.0.133:5146
CCTV14,http://114.254.89.131:2222/udp/239.3.1.65:8132
CCTV14,http://42.5.34.200:13/rtp/232.0.0.137:9154
CCTV14,http://182.32.184.7:5002/udp/239.21.1.15:5002
CCTV14,http://182.32.184.7:5002/udp/239.21.1.157:5002
CCTV14,http://eecc.cc:8888/udp/233.50.200.103:5140
CCTV14,http://eecc.cc:8888/udp/233.50.200.20:5140
CCTV14,http://eecc.cc:8888/udp/233.50.201.124:5140
CCTV14,http://49.70.221.126:8888/rtp/239.49.8.56:9826
CCTV14,http://49.70.221.126:8888/rtp/239.49.8.136:6000
CCTV14,http://220.178.106.163:1000/udp/238.1.78.243:7816
CCTV14,http://61.52.27.127:2000/rtp/225.1.4.80:1109
CCTV14,http://106.113.145.82:2222/udp/239.254.200.162:6000
CCTV14,http://222.71.90.218:8888/newlive/live/hls/15/live.m3u8


CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV15,http://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV15,http://www.weetai.cn/tv/meowtv-jy.php?id=cctv15
CCTV15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV15,http://116.26.11.237:4000/udp/239.77.1.239:5146
CCTV15,http://114.254.89.131:2222/udp/239.3.1.153:8136
CCTV15,http://42.5.34.200:13/rtp/232.0.0.169:9342
CCTV15,http://182.32.184.7:5002/udp/239.21.1.16:5002
CCTV15,http://182.32.184.7:5002/udp/239.21.2.4:5002
CCTV15,http://49.70.221.126:8888/rtp/239.49.1.15:6000
CCTV15,http://220.178.106.163:1000/udp/238.1.78.222:7648
CCTV15,http://61.52.27.127:2000/rtp/225.1.4.216:1269
CCTV15,http://106.113.145.82:2222/udp/239.254.201.124:8136



CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV16,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV16,http://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV16,http://116.26.11.237:4000/udp/239.77.0.165:5146
CCTV16,http://116.26.11.237:4000/udp/239.77.1.76:5146
CCTV16,http://116.26.11.237:4000/udp/239.77.1.98:5146
CCTV16,http://114.254.89.131:2222/udp/239.3.1.184:8001
CCTV16,http://114.254.89.131:2222/udp/239.3.1.97:8001
CCTV16,http://114.254.89.131:2222/udp/239.3.1.183:8001
CCTV16,http://42.5.34.200:13/rtp/232.0.0.36:8694
CCTV16,http://eecc.cc:8888/udp/233.50.200.112:5140
CCTV16,http://eecc.cc:8888/udp/233.50.201.192:5140
CCTV16,http://eecc.cc:8888/udp/233.50.201.63:5140
CCTV16,http://220.178.106.163:1000/udp/238.1.79.10:4192



CCTV17,http://116.26.11.237:4000/udp/239.77.1.121:5146
CCTV17,http://116.26.11.237:4000/udp/239.77.0.198:5146
CCTV17,http://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000
CCTV17,http://114.254.89.131:2222/udp/239.3.1.151:8144
CCTV17,http://42.5.34.200:13/rtp/232.0.0.63:8686
CCTV17,http://182.32.184.7:5002/udp/239.21.1.186:5002
CCTV17,http://182.32.184.7:5002/udp/239.21.1.206:5002
CCTV17,http://eecc.cc:8888/udp/233.50.200.113:5140
CCTV17,http://49.70.221.126:8888/rtp/239.49.8.132:6000
CCTV17,http://220.178.106.163:1000/udp/238.1.78.178:7296
CCTV17,http://61.52.27.127:2000/rtp/225.1.4.226:2506
CCTV17,http://106.113.145.82:2222/udp/239.254.201.120:8144


CCTV第一剧场,http://42.5.34.200:13/rtp/232.0.0.147:9132
CCTV第一剧场,http://49.70.221.126:8888/rtp/239.49.1.226:6000
CCTV第一剧场,http://49.70.221.126:8888/rtp/239.49.0.44:8000
CCTV第一剧场,http://49.70.221.126:8888/rtp/239.49.9.15:6000
CCTV第一剧场,http://220.178.106.163:1000/udp/238.1.79.63:4640
CCTV第一剧场,http://106.113.145.82:2222/udp/239.254.201.218:7258
CCTV怀旧剧场,http://42.5.34.200:13/rtp/232.0.0.204:9226
CCTV怀旧剧场,http://106.113.145.82:2222/udp/239.254.201.220:7256
CCTV怀旧剧场,http://49.70.221.126:8888/rtp/239.49.0.157:9250
CCTV怀旧剧场,http://49.70.221.126:8888/rtp/239.49.1.67:6000
CCTV怀旧剧场,http://49.70.221.126:8888/rtp/239.49.9.12:6000
CCTV怀旧剧场,http://220.178.106.163:1000/udp/238.1.79.61:4624
CCTV风云剧场,http://42.5.34.200:13/rtp/232.0.0.52:8610
CCTV风云剧场,http://49.70.221.126:8888/rtp/239.49.9.10:6000
CCTV风云剧场,http://106.113.145.82:2222/udp/239.254.201.219:7257
CCTV风云剧场,http://220.178.106.163:1000/udp/238.1.79.62:4632
CCTV风云足球,http://42.5.34.200:13/rtp/232.0.0.90:9286
CCTV风云足球,http://49.70.221.126:8888/rtp/239.49.9.6:6000
CCTV风云足球,http://106.113.145.82:2222/udp/239.254.201.222:7251
CCTV风云足球,http://220.178.106.163:1000/udp/238.1.79.57:4592
CCTV风云音乐,http://42.5.34.200:13/rtp/232.0.0.108:9288
CCTV风云音乐,http://49.70.221.126:8888/rtp/239.49.9.13:6000
CCTV风云音乐,http://106.113.145.82:2222/udp/239.254.201.221:7259
CCTV风云音乐,http://220.178.106.163:1000/udp/238.1.79.64:4648
CCTV女性时尚,http://42.5.34.200:13/rtp/232.0.0.120:8858
CCTV女性时尚,http://106.113.145.82:2222/udp/239.254.201.228:7255
CCTV女性时尚,http://49.70.221.126:8888/rtp/239.49.9.14:6000
CCTV女性时尚,http://220.178.106.163:1000/udp/238.1.79.55:4576
CCTV央视台球,http://42.5.34.200:13/rtp/232.0.0.122:9290
CCTV央视台球,http://49.70.221.126:8888/rtp/239.49.9.22:6000
CCTV央视台球,http://220.178.106.163:1000/udp/238.1.79.59:4608
CCTV世界地理,http://42.5.34.200:13/rtp/232.0.0.123:9292
CCTV世界地理,http://106.113.145.82:2222/udp/239.254.201.226:7254
CCTV世界地理,Hhttp://49.70.221.126:8888/rtp/239.49.9.8:6000
CCTV世界地理,http://220.178.106.163:1000/udp/238.1.79.60:4616
CCTV电视指南,http://42.5.34.200:13/rtp/232.0.0.124:9294
CCTV电视指南,http://49.70.221.126:8888/rtp/239.49.1.60:6000
CCTV电视指南,http://49.70.221.126:8888/rtp/239.49.0.161:9282
CCTV电视指南,http://220.178.106.163:1000/udp/238.1.79.53:4560
CCTV电视指南,http://49.70.221.126:8888/rtp/239.49.9.5:6000
CCTV兵器科技,http://42.5.34.200:13/rtp/232.0.0.121:8882
CCTV兵器科技,http://106.113.145.82:2222/udp/239.254.201.225:7249
CCTV兵器科技,http://49.70.221.126:8888/rtp/239.49.9.9:6000
CCTV兵器科技,http://220.178.106.163:1000/udp/238.1.79.56:4584
CCTV文化精品,http://42.5.34.200:13/rtp/232.0.0.107:8698
